11,"[('AUSTIN MATERIALS LLC ', ' 3978879.95'), (' DEAN WORD COMPANY LTD. ', ' 4201616.97'), (' HUNTER INDUSTRIES LTD. ', ' 3460417.80'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 3663320.82'), (' LONE STAR PAVING COMPANY ', ' 4606789.50'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 4468712.99'), (' IOC COMPANY LLC ', ' 4502044.43')]"
12,"[('OPPORTUNITY EXCAVATION/CONCRETE LLC ', ' 323412.25'), (' ENCINO LANDSCAPE INC. ', ' 441932.25')]"
13,"[('ANGEL BROTHERS HOLDINGS CORP. ', ' 1038018.40'), (' HILL COUNTRY BRIDGE INC. ', ' 1221951.67'), (' TMES LLC ', ' 1667673.59'), (' HUNTER INDUSTRIES LTD. ', ' 831842.18'), (' RELMCO INC. ', ' 1036720.00'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 1354184.00'), (' DEAN WORD COMPANY LTD. ', ' 1228572.85'), (' A GREATER AUSTIN DEVELOPMENT CONCRETE CONSTRUCTION L.L.C. ', ' 1321001.35')]"
14,"[('TEXAS SAI INC. ', ' 9827711.97'), (' IOC COMPANY LLC ', ' 9841438.26'), (' ASAGO LLC ', ' 8889677.69'), (' FOREMOST PAVING INC. ', ' 9529352.68'), (' REIM CONSTRUCTION INC. ', ' 10608497.67'), (' ANDERSON COLUMBIA CO. INC. ', ' 12139030.98')]"
15,"[('KNIFE RIVER CORPORATION - SOUTH ', ' 1226134.09'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1261099.69'), (' WEST TEXAS REBAR PLACERS INC. ', ' 1489765.35'), (' BIG CREEK CONSTRUCTION LTD. ', ' 1218683.30')]"
16,"[('KNIFE RIVER CORPORATION - SOUTH ', ' 2476403.04'), (' A. L. HELMCAMP INC. ', ' 2919532.36'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 3391867.67'), (' BIG CREEK CONSTRUCTION LTD. ', ' 2450487.60')]"
17,"[('DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 5438197.29'), (' L. S. EQUIPMENT CO. INC. ', ' 5770587.60'), (' PINTO CONSTRUCTION CO. INC. ', ' 4724025.62'), (' A. L. HELMCAMP INC. ', ' 4838152.96'), (' EAST TEXAS BRIDGE INC. ', ' 7559998.20'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 6120940.72'), (' FNH CONSTRUCTION LLC ', ' 7340145.20')]"
18,"[('A. L. HELMCAMP INC. ', ' 4214170.09'), (' BIG CREEK CONSTRUCTION LTD. ', ' 4587110.34'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 3875212.20'), (' BRETT CONSTRUCTION COMPANY ', ' 4061487.63'), (' ED BELL CONSTRUCTION COMPANY ', ' 4693656.47'), (' FNH CONSTRUCTION LLC ', ' 5839088.50')]"
19,"[('INTERMOUNTAIN SLURRY SEAL INC. ', ' 1112445.00'), (' BRANNAN PAVING CO. LTD. ', ' 2043484.99')]"
20,"[('LONE STAR PAVING COMPANY ', ' 2787030.94'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 2963073.21'), (' HUNTER INDUSTRIES LTD. ', ' 2735640.96'), (' IOC COMPANY LLC ', ' 2783706.35'), (' J. CARROLL WEAVER INC. ', ' 3185539.67')]"
21,"[('GILVIN-TERRILL LTD. ', ' 4978067.15'), (' DAN WILLIAMS COMPANY ', ' 5041907.40'), (' LESNA CONSTRUCTION INC. ', ' 3793865.00'), (' FNF CONSTRUCTION INC. ', ' 4961534.86'), (' DCI CONTRACTING INC. ', ' 6175830.54'), (' SCR CIVIL CONSTRUCTION LLC ', ' 5660441.60'), (' KIEWIT INFRASTRUCTURE SOUTH CO. ', ' 6172768.02')]"
22,"[('CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 2905801.67'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 3057048.06'), (' HUNTER INDUSTRIES LTD. ', ' 2468925.07'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 2740650.01'), (' AARON CONCRETE CONTRACTORS L.P. ', ' 3186108.85'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 3273863.45')]"
23,"[('HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 997171.10'), (' PIERCE R & B LLC ', ' 1033333.00'), (' RAMA ENTERPRISES LLC ', ' 1440204.00'), (' COPPELL CONSTRUCTION CO. INC. ', ' 837893.66'), (' STATELINE CONSTRUCTION LLC ', ' 925429.00'), (' RK HALL LLC ', ' 1393093.86'), (' EARTH BUILDERS L.P. ', ' 1062621.50'), (' ED BELL CONSTRUCTION COMPANY ', ' 1269616.50')]"
24,"[('ENCINO LANDSCAPE INC. ', ' 1573121.47'), (' SOUTH TEXAS ILLUMINATION LLC ', ' 1588649.59'), (' TI-ZACK CONCRETE INC. ', ' 1419691.25'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 1491641.85'), (' FNH CONSTRUCTION LLC ', ' 1933098.51'), (' EAST TEXAS BRIDGE INC. ', ' 2738716.45')]"
25,"[('BRYSTAR CONTRACTING INC. ', ' 1172609.00'), (' FORDE CONSTRUCTION COMPANY INC. ', ' 1189605.10'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1315190.02'), (' DEZTEX INDUSTRIAL SERVICES LLC ', ' 964954.45'), (' TRIPLE B SERVICES LLP ', ' 1048854.00'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 1288029.50'), (' ENCINO LANDSCAPE INC. ', ' 1207183.00'), (' SOUTH TEXAS ILLUMINATION LLC ', ' 1210623.63')]"
26,"[('AUSTIN MATERIALS LLC ', ' 3615162.93'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 3895960.06'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 3489225.84'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 3595367.93'), (' BIG CREEK CONSTRUCTION LTD. ', ' 4683757.73')]"
27,"[('BECK-REIT & SONS LTD. ', ' 786120.00'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 811877.50'), (' CHAMPION INFRASTRUCTURE LLC ', ' 1125110.00'), (' AUSTIN FILTER SYSTEMS INC. ', ' 781891.40'), (' FNH CONSTRUCTION LLC ', ' 1276420.00'), (' DEAN WORD COMPANY LTD. ', ' 782290.48'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 1033115.50'), (' MAIN LANE INDUSTRIES LTD. ', ' 883000.00'), (' CONSTAR CONSTRUCTION ', ' 890798.00')]"
28,"[('ISI CONTRACTING INC. ', ' 6041570.00'), (' ICA MAINTENANCE INC. ', ' 7419393.00'), (' K-BAR SERVICES INC. ', ' 5739451.50')]"
29,"[('BIG CREEK CONSTRUCTION LTD. ', ' 1466478.14'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 1533031.75'), (' GLENN FUQUA INC. ', ' 1331516.98'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 1465182.08'), (' A. L. HELMCAMP INC. ', ' 1542890.55')]"
30,"[('TEXAS TREE & LANDSCAPE LTD. ', ' 391870.25'), (' HX FARMS INC. ', ' 415637.50')]"
31,"[('CHAMPION INFRASTRUCTURE LLC ', ' 333515.66'), (' SCR CIVIL CONSTRUCTION LLC ', ' 523328.33'), (' D & M CONTRACTORS LLC ', ' 628816.40'), (' GREENPAK SOLUTIONS LIMITED LIABILITY COMPANY ', ' 282625.20')]"
32,"[('MISSOURI PETROLEUM PRODUCTS COMPANY LLC ', ' 13314815.80'), (' BRANNAN PAVING CO. LTD. ', ' 14402065.36'), (' LIPHAM ASPHALT AND PAVING COMPANY LLC ', ' 12438153.53')]"
33,"[('PRICE CONSTRUCTION LTD. ', ' 7405130.50'), (' REECE ALBERT INC. ', ' 8089443.00'), (' JONES BROS. DIRT & PAVING CONTRACTORS INC. ', ' 6917371.67')]"
34,"[('ANGEL BROTHERS HOLDINGS CORP. ', ' 1782542.90'), (' LONE STAR PAVING COMPANY ', ' 1784105.48'), (' HUNTER INDUSTRIES LTD. ', ' 1824973.93'), (' DEAN WORD COMPANY LTD. ', ' 1750008.32')]"
35,"[('A. K. GILLIS & SONS INC. ', ' 809875.65'), (' WEST TEXAS REBAR PLACERS INC. ', ' 1059400.48'), (' APAC-TEXAS INC. ', ' 1229028.20'), (' PEACHTREE CONSTRUCTION LTD. ', ' 607568.40')]"
36,"[('WEST TEXAS REBAR PLACERS INC. ', ' 288400.00'), (' ODUM SERVICES L.P. ', ' 292260.00'), (' TREVWAY INC. ', ' 276120.00'), (' 3LW MANAGEMENT LLC ', ' 280380.00'), (' FNH CONSTRUCTION LLC ', ' 352850.00')]"
37,"[('IOWA BRIDGE & CULVERT LC ', ' 10193166.58'), (' SEMA CONSTRUCTION INC. ', ' 10272981.51'), (' RAGLE CONSTRUCTION INC. ', ' 11193424.14'), (' J.D. ABRAMS L.P. ', ' 9048794.43'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 10841223.29'), (' FNH CONSTRUCTION LLC ', ' 12704497.47'), (' STERLING DELAWARE HOLDING COMPANY INC. ', ' 9934525.73'), (' ED BELL CONSTRUCTION COMPANY ', ' 10946107.14'), (' COPPELL CONSTRUCTION CO. INC. ', ' 10507902.51'), (' MCM ', ' 13995734.56')]"
38,"[('TIGHT LINE CONSTRUCTION LLC ', ' 145279.00')]"
39,"[('IOWA BRIDGE & CULVERT LC ', ' 2808235.01'), (' RAGLE CONSTRUCTION INC. ', ' 2920824.06'), (' FNH CONSTRUCTION LLC ', ' 3303095.21'), (' MCMAHON CONTRACTING L.P. ', ' 2474990.19'), (' LONE STAR CIVIL CONSTRUCTION INC. ', ' 3364747.95'), (' COPPELL CONSTRUCTION CO. INC. ', ' 2761259.08'), (' ED BELL CONSTRUCTION COMPANY ', ' 3297910.96'), (' EARTH BUILDERS L.P. ', ' 2931909.90'), (' REBCON INC. ', ' 3247366.13')]"
40,"[('AUSTIN MATERIALS LLC ', ' 625905.44'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 665716.87'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 611559.93'), (' DEAN WORD COMPANY LTD. ', ' 611724.62'), (' ACME BRIDGE COMPANY INC. ', ' 782720.51'), (' HUNTER INDUSTRIES LTD. ', ' 711292.57'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 714257.14')]"
41,"[('DURWOOD GREENE CONSTRUCTION CO. ', ' 2269604.50'), (' ARANDA BROTHERS CONSTRUCTION CO. INC. ', ' 2351088.00'), (' MAR-CON SERVICES LLC ', ' 2240983.05'), (' ISI CONTRACTING INC. ', ' 2264528.70'), (' FNH CONSTRUCTION LLC ', ' 3236793.25'), (' HASSELL CONSTRUCTION COMPANY INC. ', ' 2434610.46'), (' MAIN LANE INDUSTRIES LTD. ', ' 2441348.85')]"
42,"[('THE LEVY COMPANY L.P. ', ' 287797.63'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 294412.68'), (' DURABLE SPECIALTIES INC. ', ' 281200.00'), (' AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. ', ' 281894.40'), (' BAY CITY TRAFFIC ', ' 298777.77')]"
43,"[('ANGEL BROTHERS HOLDINGS CORP. ', ' 5021163.47'), (' APAC-TEXAS INC. ', ' 5514667.09'), (' LONE STAR PAVING COMPANY ', ' 4749992.46'), (' AUSTIN MATERIALS LLC ', ' 4931697.24'), (' HUNTER INDUSTRIES LTD. ', ' 6891151.80'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 8551791.31')]"
44,"[('J. CARROLL WEAVER INC. ', ' 4882327.02'), (' HUNTER INDUSTRIES LTD. ', ' 4888933.91'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 5274286.78'), (' BRANNAN PAVING CO. LTD. ', ' 4558633.80'), (' TRIPLE B SERVICES LLP ', ' 5391080.82'), (' RAY FARIS INC. ', ' 4861985.86'), (' FOREMOST PAVING INC. ', ' 4966164.30'), (' BAY LTD. ', ' 4914972.61'), (' HAAS-ANDERSON CONSTRUCTION LTD. ', ' 4919179.47')]"
45,"[('JAGOE-PUBLIC COMPANY ', ' 1432344.59'), (' FNH CONSTRUCTION LLC ', ' 1454756.00'), (' HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 1250025.00'), (' WEST TEXAS REBAR PLACERS INC. ', ' 1272343.50'), (' THE LANE CONSTRUCTION CORPORATION ', ' 1745484.00'), (' SJ&J CONSTRUCTION LLC ', ' 1676738.00'), (' PIERCE R & B LLC ', ' 1742697.90')]"
46,"[('A. L. HELMCAMP INC. ', ' 1092914.08'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 1171649.65'), (' PIERCE R & B LLC ', ' 1277777.30'), (' PINTO CONSTRUCTION CO. INC. ', ' 746460.56')]"
47,"[('STRIPING TECHNOLOGY L.P. ', ' 383330.00'), (' DURABLE SPECIALTIES INC. ', ' 475000.00'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 480574.94'), (' TEXAS TRAFFIC CONTROL SYSTEMS INC. ', ' 381220.00')]"
48,"[('REECE ALBERT INC. ', ' 1424898.02'), (' GILVIN-TERRILL LTD. ', ' 1548266.75'), (' ALLEN KELLER COMPANY ', ' 1271914.40'), (' DAN WILLIAMS COMPANY ', ' 1292453.00'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 1605460.26'), (' FNF CONSTRUCTION INC. ', ' 2262404.70')]"
49,"[('SOUTH TEXAS ILLUMINATION LLC ', ' 789192.36'), (' ISI CONTRACTING INC. ', ' 803846.00'), (' TREVWAY INC. ', ' 646827.00'), (' ENCINO LANDSCAPE INC. ', ' 651755.00'), (' FNH CONSTRUCTION LLC ', ' 854265.00')]"
50,"[('RAGLE CONSTRUCTION INC. ', ' 4632342.61'), (' TEXAS-REYES GROUP LTD. ', ' 4776777.30'), (' ED BELL CONSTRUCTION COMPANY ', ' 4196348.59'), (' MCMAHON CONTRACTING L.P. ', ' 4579778.25'), (' FNH CONSTRUCTION LLC ', ' 5680627.45'), (' REBCON INC. ', ' 5300538.85'), (' LONE STAR CIVIL CONSTRUCTION INC. ', ' 5424571.83')]"
51,"[('STRIPING TECHNOLOGY L.P. ', ' 256779.20'), (' DURABLE SPECIALTIES INC. ', ' 310310.00'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 314339.84'), (' TEXAS TRAFFIC CONTROL SYSTEMS INC. ', ' 256403.00')]"
52,"[('VALLEY INFRASTRUCTURE INC. ', ' 453871.00'), (' ENCINO LANDSCAPE INC. ', ' 547142.00'), (' ARANDA BROTHERS CONSTRUCTION CO. INC. ', ' 412715.00'), (' G & T PAVING LLC ', ' 445224.50'), (' FOREMOST PAVING INC. ', ' 565052.90'), (' TI-ZACK CONCRETE INC. ', ' 677016.00')]"
53,"[('CLARK CONSTRUCTION OF TEXAS INC. ', ' 11201892.34')]"
54,"[('BRANNAN PAVING CO. LTD. ', ' 6959161.59'), (' F. N. PLOCH CONSTRUCTION COMPANY INC. ', ' 7117592.16'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 8221239.65'), (' NORTHEASTERN PAVERS INC. ', ' 6367226.55')]"
55,"[('STRIPING TECHNOLOGY L.P. ', ' 58317.00'), (' LUDCO INC. ', ' 68391.50')]"
56,"[('RAGLE CONSTRUCTION INC. ', ' 7724055.24'), (' D. L. LENNON INCORPORATED - CONTRACTOR ', ' 7783764.56'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 8678985.18'), (' A. K. GILLIS & SONS INC. ', ' 7109675.99'), (' A. L. HELMCAMP INC. ', ' 8434489.72'), (' EAST TEXAS BRIDGE INC. ', ' 8917964.90'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 7192877.03'), (' ED BELL CONSTRUCTION COMPANY ', ' 8449167.85'), (' RK HALL LLC ', ' 8017684.39'), (' FNH CONSTRUCTION LLC ', ' 9000561.80')]"
57,"[('LIPHAM ASPHALT AND PAVING COMPANY LLC ', ' 504054.70'), (' RONALD R. WAGNER & CO. LP ', ' 560817.34')]"
58,"[('TEXAS GULF CONSTRUCTION COMPANY INC. ', ' 975375.00'), (' RUSSELL MARINE LLC ', ' 1164500.00')]"
59,"[('DURWOOD GREENE CONSTRUCTION CO. ', ' 969614.33'), (' FORDE CONSTRUCTION COMPANY INC. ', ' 1086076.94'), (' TLC TRUCKING & CONTRACTING INC. ', ' 1276634.75'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 890749.70')]"
60,"[('DBI SERVICES LLC ', ' 4654706.98'), (' IIPL USA LLC ', ' 4871780.00'), (' ICA MAINTENANCE INC. ', ' 5556792.80'), (' ROY JORGENSEN ASSOCIATES INC. ', ' 3992174.40')]"
61,"[('CHAMPION INFRASTRUCTURE LLC ', ' 894047.50')]"
62,"[('BECK-REIT & SONS LTD. ', ' 1233912.14'), (' AUSTIN FILTER SYSTEMS INC. ', ' 1282044.80'), (' 3LW MANAGEMENT LLC ', ' 1646618.00'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 1149332.65'), (' L.C. JORDAN & SON ', ' 1421318.00'), (' FNH CONSTRUCTION LLC ', ' 1730405.00'), (' LARRY YOUNG PAVING INC. ', ' 1218784.69'), (' HAYWARD BAKER INC. ', ' 1575969.76'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 1394791.71'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 1753191.20')]"
63,"[('CLARK CONSTRUCTION OF TEXAS INC. ', ' 1177089.58'), (' APAC-TEXAS INC. ', ' 1511718.40')]"
64,"[('BRANNAN PAVING CO. LTD. ', ' 2912051.50'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 3205241.74'), (' APAC-TEXAS INC. ', ' 4801623.70'), (' F. N. PLOCH CONSTRUCTION COMPANY INC. ', ' 2877967.28')]"
65,"[('J.D. ABRAMS L.P. ', ' 48635959.94'), (' FLATIRON CONSTRUCTORS INC. ', ' 46273495.21'), (' WEBBER LLC ', ' 49602449.95'), (' SEMA CONSTRUCTION INC. ', ' 51344525.60'), (' ZACHRY CONSTRUCTION CORPORATION ', ' 48193601.13'), (' HAYDON BUILDING CORP. ', ' 50664025.19'), (' THE LANE CONSTRUCTION CORPORATION ', ' 53611646.29'), (' BALFOUR BEATTY INFRASTRUCTURE INC. ', ' 51567238.83'), (' FLUOR ENTERPRISES INC. ', ' 52792738.94'), (' MARIO SINACOLA & SONS EXCAVATING INC. ', ' 51226632.57'), (' MCM ', ' 60328423.38'), (' OHL USA INC. ', ' 54827078.63'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 50919607.85'), (' MCCARTHY BUILDING COMPANIES INC. ', ' 50914469.13')]"
66,"[('FNF CONSTRUCTION INC. ', ' 14109228.98'), (' KIEWIT INFRASTRUCTURE SOUTH CO. ', ' 14714677.29'), (' PRICE CONSTRUCTION LTD. ', ' 15864782.76'), (' JONES BROS. DIRT & PAVING CONTRACTORS INC. ', ' 13195417.33')]"
67,"[('LIPHAM ASPHALT AND PAVING COMPANY LLC ', ' 12765854.17'), (' BRANNAN PAVING CO. LTD. ', ' 14049693.22'), (' RONALD R. WAGNER & CO. LP ', ' 12311087.55')]"
68,"[('RAGLE CONSTRUCTION INC. ', ' 14553472.28'), (' APAC-TEXAS INC. ', ' 15340622.16'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 12418604.49'), (' STERLING DELAWARE HOLDING COMPANY INC. ', ' 14023217.17'), (' WILLIAMS BROTHERS CONSTRUCTION CO. INC. ', ' 15863653.73'), (' FNH CONSTRUCTION LLC ', ' 17130266.00')]"
69,"[('BRANNAN PAVING CO. LTD. ', ' 11608434.94'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 12682633.84'), (' F. N. PLOCH CONSTRUCTION COMPANY INC. ', ' 11550371.74')]"
70,"[('PRICE CONSTRUCTION LTD. ', ' 7821793.20'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 8167268.26'), (' REECE ALBERT INC. ', ' 6339169.41')]"
71,"[('AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. ', ' 11464497.25'), (' THE LEVY COMPANY L.P. ', ' 11992994.50')]"
72,"[('ANGEL BROTHERS HOLDINGS CORP. ', ' 1449272.55'), (' LISKA CONSTRUCTION COMPANY INC. ', ' 1795631.01'), (' 3LW MANAGEMENT LLC ', ' 1599681.50'), (' DEAN WORD COMPANY LTD. ', ' 1487868.49'), (' HILL COUNTRY BRIDGE INC. ', ' 1222090.60'), (' SB CONTRACTORS LLC ', ' 1529726.26'), (' TMES LLC ', ' 1632477.02'), (' RELMCO INC. ', ' 1385122.06'), (' CONSTAR CONSTRUCTION ', ' 1533267.00'), (' TREVWAY INC. ', ' 1497097.11'), (' A GREATER AUSTIN DEVELOPMENT CONCRETE CONSTRUCTION L.L.C. ', ' 1676924.84')]"
73,"[('TOTAL HIGHWAY MAINTENANCE LLC ', ' 1586192.55'), (' E-Z BEL CONSTRUCTION LLC ', ' 2347875.00'), (' AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC ', ' 1559435.35')]"
74,"[('AUSTIN BRIDGE & ROAD SERVICES LP ', ' 16222661.35'), (' EAST TEXAS BRIDGE INC. ', ' 18062321.35'), (' MADDEN CONTRACTING COMPANY LLC. ', ' 13599302.66')]"
75,"[('MICA CORPORATION ', ' 1844754.65'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 1860523.71'), (' LUDCO INC. ', ' 2149087.50'), (' SOUTH TEXAS ILLUMINATION LLC ', ' 1841758.65')]"
76,"[('HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 1714759.70'), (' PIERCE R & B LLC ', ' 1763333.30'), (' CDM HOLDINGS LLC ', ' 1452873.79'), (' STATELINE CONSTRUCTION LLC ', ' 1569528.02'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 2130044.44'), (' ISI CONTRACTING INC. ', ' 1855367.50'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 1987073.15')]"
77,"[('THE LEVY COMPANY L.P. ', ' 1827606.50'), (' E-Z BEL CONSTRUCTION LLC ', ' 2029997.19')]"
78,"[('KNIFE RIVER CORPORATION - SOUTH ', ' 7207707.22'), (' ED BELL CONSTRUCTION COMPANY ', ' 7595524.99'), (' APAC-TEXAS INC. ', ' 7725511.40'), (' BIG CREEK CONSTRUCTION LTD. ', ' 6987285.33')]"
79,"[('SOUTH TEXAS ILLUMINATION LLC ', ' 2486848.77'), (' REYNOLDS & KAY LTD. ', ' 2789781.50'), (' EAST TEXAS BRIDGE INC. ', ' 2469056.60')]"
80,"[('ISI CONTRACTING INC. ', ' 4653561.20'), (' TLC TRUCKING & CONTRACTING INC. ', ' 6332865.11'), (' DURWOOD GREENE CONSTRUCTION CO. ', ' 6334157.67'), (' MAIN LANE INDUSTRIES LTD. ', ' 4496496.00')]"
81,"[('FOREMOST PAVING INC. ', ' 8213072.07'), (' REIM CONSTRUCTION INC. ', ' 8861084.77'), (' TEXAS CORDIA CONSTRUCTION LLC ', ' 7102463.00'), (' IOC COMPANY LLC ', ' 7521625.69'), (' TEXAS SAI INC. ', ' 8949226.89'), (' ANDERSON COLUMBIA CO. INC. ', ' 9686985.60')]"
82,"[('SCR CIVIL CONSTRUCTION LLC ', ' 5234129.13'), (' DCI CONTRACTING INC. ', ' 9416650.80'), (' CEKRA INC. ', ' 4875271.50')]"
83,"[('NORTHEASTERN PAVERS INC. ', ' 5573813.63'), (' MISSOURI PETROLEUM PRODUCTS COMPANY LLC ', ' 5714440.47'), (' LIPHAM ASPHALT AND PAVING COMPANY LLC ', ' 5936752.02'), (' RONALD R. WAGNER & CO. LP ', ' 5209700.38')]"
84,"[('MAIN LANE INDUSTRIES LTD. ', ' 1241700.00'), (' TRIPLE B SERVICES LLP ', ' 1334122.00'), (' ARANDA BROTHERS CONSTRUCTION CO. INC. ', ' 992122.00'), (' J.D. ABRAMS L.P. ', ' 1017094.55'), (' FNH CONSTRUCTION LLC ', ' 1971889.00'), (' TLC TRUCKING & CONTRACTING INC. ', ' 1404423.98'), (' HARPER BROTHERS CONSTRUCTION LLC ', ' 1637184.50')]"
